HM_Mn,Inblow_P,Inblow_C,Inblow_Mn,EOB_Mn,TSC_TEMP.,TSOP_TEMP.,TSOP_O_PPM ,O2_2nd_Blow,EOB_P,,MB_Predictions,JSW_Predictions
0.532,0.143684,0.726289,0.075814,0.049892,1546.1,1654.4,441,2025,0.014925,,0.01752586,
0.489,0.009502,0.213375,0.157905,0.089914,1561,1630,461,1298,0.009784,,0.010414845,
0.836,0.13239,0.785324,0.148149,0.148149,1590.4,1650.4,699,1694,0.13239,,0.05314977,
0.35,0.079911,0.394342,0.120929,0.078715,1582.4,1640.2,417,1255,0.015549,,0.01742409,
0.696,0.088726,0.284244,0.2348,0.094783,1607,1643.5,404,1214,0.011546,,0.015131824,
0.859,0.098472,0.56949,0.114379,0.054776,1631.9,1639.7,851,1590,0.015514,,0.01790311,
0.487,0.123534,0.607559,0.125552,0.078446,1576.1,1651.1,792,1770,0.029473,,0.027791442,
0.809,0.105851,0.307588,0.372075,0.117661,1658.3,1647.6,540,1356,0.018028,,0.018721334,
0.474,0.0623,0.419893,0.14248,0.079471,1600.4,1656.3,555,1291,0.017391,,0.017364437,
0.159,0.019982,0.25729,0.123477,0.048285,1566,1648.5,580,1546,0.008965,,0.013087594,
0.448,0.111285,0.461999,0.141123,0.042211,1595.1,1633,802,1368,0.011718,,0.016626783,
0.516,0.036856,0.214324,0.047562,0.029617,1583.9,1656.7,857,1223,0.016589,,0.014348393,
0.961,0.068655,0.701385,0.121301,0.077478,1599.5,1679.4,588,1795,0.01299,,0.016941438,
0.224,0.10187,0.426109,0.199774,0.06976,1570.8,1652.4,542,1603,0.010917,,0.014569218,
0.18,0.030671,0.314914,0.219204,0.126663,1571.8,1643.8,365,1293,0.017731,,0.018964438,
0.187,0.061695,0.476657,0.230326,0.101483,1566.9,1643.9,466,1636,0.016819,,0.015981373,
0.687,0.057045,0.493804,0.122371,0.08168,1592.8,1644.6,439,1317,0.014785,,0.014482039,
0.354,0.052788,0.556649,0.121361,0.066186,1564.6,1679.8,702,1631,0.014635,,0.016903789,
0.265,0.039997,0.327134,0.137744,0.092305,1594.9,1662.7,472,1107,0.022809,,0.01677053,
0.579,0.012318,0.088468,0.062284,0.045359,1631.3,1664,492,667,0.010824,,0.009842522,
0.676,0.084436,0.316011,0.160094,0.07627,1629.6,1670,578,1288,0.01584,,0.017474622,
1.7,0.097017,0.580464,0.122935,0.05605,1626.2,1675.8,914,1705,0.013234,,0.020247292,
0.612,0.036569,0.265769,0.231896,0.158732,1633.7,1648.2,307,702,0.019589,,0.024345923,
0.614,0.064755,0.504569,0.153919,0.09,1596.8,1648.9,476,1459,0.015147,,0.015395714,
0.628,0.038276,0.532261,0.221209,0.104332,1587,1641,307,1582,0.010816,,0.013562037,
0.652,0.08593,0.576081,0.144938,0.07747,1567.6,1640.7,588,1737,0.015457,,0.016133138,
0.393,0.031673,0.354529,0.114111,0.065788,1561.7,1665.3,827,1361,0.014665,,0.016041268,
0.473,0.013316,0.088937,0.063701,0.027282,1595.6,1675.6,716,1295,0.009371,,0.011476692,
0.403,0.039766,0.494359,0.268155,0.106327,1575.1,1643.3,432,1630,0.013341,,0.014313302,
0.445,0.021027,0.331748,0.07234,0.036467,1536.5,1671.8,1130,2198,0.013319,,0.015058447,
0.348,0.028723,0.290143,0.244116,0.114659,1582,1653,458,1304,0.014896,,0.015467712,
0.408,0.012474,0.443046,0.101916,0.053211,1554,1643,459,1749,0.006732,,0.009119054,
0.637,0.014055,0.50055,0.073867,0.024259,1517.7,1650.5,1095,2065,0.007777,,0.009444224,
0.389,0.010656,0.178767,0.106048,0.058104,1571.2,1653.6,873,1420,0.010587,,0.011975917,
0.346,0.02907,0.475288,0.102282,0.057984,1554.8,1620.6,426,2247,0.009996,,0.01064444,
0.408,0.022154,0.303924,0.239666,0.117517,1576.6,1639.7,424,1328,0.012646,,0.013427831,
0.682,0.102221,0.293508,0.248905,0.144771,1602.5,1681.5,522,1342,0.027091,,0.029396528,
0.267,0.01177,0.127814,0.061026,0.020343,1556.4,1652.4,779,1413,0.0118,,0.008964863,
0.543,0.041343,0.348374,0.110382,0.058963,1603.7,1653.8,620,1203,0.014362,,0.013597173,
0.63,0.144,0.347934,0.069973,0.031882,1538.2,1658.1,1032,2062,0.017782,,0.02510266,
0.514,0.033855,0.911631,0.096004,0.0685,1596.8,1682.3,722,1907,0.038715,,0.015816334,
0.339,0.033217,0.346698,0.279939,0.137489,1586.5,1669.9,515,1574,0.019503,,0.018653601,
0.548,0.098697,0.164679,0.219184,0.076564,1646.7,1651,664,867,0.018288,,0.01852951,
0.416,0.039788,0.266094,0.079538,0.038362,1566.7,1636.2,995,1579,0.017731,,0.015615862,
0.452,0.070258,0.836149,0.134048,0.080819,1551.8,1683.8,769,2122,0.023085,,0.019331375,
0.406,0.069265,0.378791,0.160355,0.091563,1593.5,1661.5,682,1465,0.020625,,0.020152555,
0.384,0.045041,0.564268,0.070399,0.035653,1537.8,1674.4,1057,2137,0.015877,,0.017916737,
0.532,0.144,0.117763,0.101613,0.04175,1629,1700.1,1006,1035,0.021758,,0.029592805,
0.474,0.049756,0.380686,0.0931,0.060168,1565,1662.6,857,1519,0.021368,,0.019310485,
0.376,0.116125,0.479463,0.079143,0.042559,1651.8,1680,811,1504,0.014599,,0.021449002,
0.295,0.016824,0.136237,0.065744,0.03509,1589.7,1644.2,682,1208,0.012301,,0.011544784,
0.498,0.010771,0.058659,0.05005,0.040402,1628.4,1666.9,573,1445,0.009345,,0.010053137,
0.667,0.040521,0.100935,0.083542,0.083542,1617.3,1678.2,926,1529,0.040521,,0.036856483,
0.649,0.071101,0.396428,0.153862,0.073412,1611.2,1649.8,591,1412,0.018755,,0.015027609,
0.444,0.006956,0.065716,0.049756,0.035311,1575.8,1661.2,665,1002,0.007686,,0.009088608,
0.243,0.010199,0.140099,0.089839,0.031344,1543.7,1655.6,990,1719,0.009856,,0.013254082,
0.342,0.126597,0.78626,0.172913,0.087871,1588.9,1629.5,529,1950,0.017387,,0.019325909,
0.43,0.061692,0.368133,0.100467,0.046931,1551.9,1661.9,1118,1970,0.018415,,0.018696448,
0.414,0.082674,0.295491,0.175412,0.094281,1599.3,1661.6,477,1084,0.025039,,0.018504884,
0.276,0.0815,0.703756,0.193967,0.124332,1588.7,1669.3,493,2018,0.019487,,0.021965223,
0.679,0.0293,0.420481,0.11306,0.08192,1581.9,1649.3,366,1208,0.01315,,0.012790714,
0.178,0.04329,0.632378,0.13097,0.082593,1560,1647.9,399,1611,0.013821,,0.016137935,
0.695,0.083415,0.114208,0.128656,0.083906,1649,1691.9,686,669,0.028463,,0.024736663,
0.396,0.025684,0.374057,0.128386,0.069616,1589.5,1671.1,849,1619,0.014285,,0.014957751,
0.14,0.041001,0.107615,0.251275,0.159806,1640.1,1689.4,579,789,0.028999,,0.030309224,
0.365,0.040894,0.235105,0.256604,0.139675,1623.2,1668.5,501,961,0.022545,,0.020368188,
0.366,0.047359,0.068406,0.091794,0.05572,1622.7,1661.6,1147,821,0.030185,,0.023082533,
0.929,0.119529,0.74282,0.080047,0.039898,1608.2,1654.7,485,1742,0.012908,,0.013604842,
0.352,0.03182,0.429508,0.301607,0.10664,1540.4,1647.4,657,1891,0.015773,,0.014748579,
0.443,0.082644,0.31801,0.184091,0.122756,1625.2,1669.2,485,825,0.024325,,0.023267916,
0.427,0.113738,0.509114,0.117155,0.079735,1644.7,1660.2,417,793,0.019791,,0.022520816,
0.612,0.047643,0.312702,0.1275,0.057259,1606.2,1667.4,913,1457,0.015569,,0.016102045,
0.237,0.050842,0.670577,0.240363,0.101758,1556.8,1678.9,839,2393,0.021749,,0.018046346,
0.502,0.0667,0.554101,0.08609,0.069769,1594.6,1645.6,473,1324,0.014184,,0.024790983,
0.36,0.021742,0.082218,0.110456,0.073031,1644.1,1655.1,534,519,0.013765,,0.014377316,
0.633,0.005309,0.097579,0.106591,0.050448,1548.5,1639.9,866,1609,0.009384,,0.01042708,
0.205,0.040125,0.240653,0.222655,0.104845,1610,1681,697,1192,0.019936,,0.021054508,
0.388,0.069953,0.587907,0.178859,0.11098,1582.3,1684.2,644,1918,0.019436,,0.023569998,
0.603,0.024387,0.094238,0.227243,0.127207,1617.2,1688.9,670,1232,0.015015,,0.018287953,
0.617,0.065718,0.208148,0.131511,0.072455,1596.1,1656.2,867,926,0.023318,,0.022248199,
0.763,0.035831,0.305117,0.047846,0.029296,1564.2,1652.8,645,1637,0.006553,,0.010826545,
0.632,0.009866,0.26786,0.145251,0.06898,1567.4,1652.1,537,1837,0.008539,,0.00890497,
0.722,0.056839,0.329574,0.190768,0.06245,1650.8,1651.8,767,1349,0.011215,,0.013323737,
0.409,0.058183,0.123005,0.116552,0.057699,1569.4,1661.5,842,1481,0.019783,,0.017078923,
0.514,0.022032,0.19268,0.182571,0.094823,1623.2,1664.5,489,1065,0.013834,,0.014408548,
0.317,0.144,0.447956,0.222934,0.080513,1615.3,1676.1,1027,1338,0.036297,,0.028631424,
0.637,0.071801,0.366313,0.212423,0.122887,1607.6,1664,367,1158,0.020231,,0.019185319,
0.434,0.095242,0.677759,0.058539,0.044528,1541.8,1662.2,747,2146,0.01699,,0.022556112,
0.623,0.039921,0.301019,0.087639,0.04978,1644.1,1658.6,751,1729,0.008084,,0.014261845,
0.496,0.025068,0.256182,0.179402,0.103627,1603.6,1649.4,378,1211,0.014128,,0.01369725,
0.819,0.032348,0.052944,0.043552,0.031234,1609.9,1656.3,839,721,0.016985,,0.014360144,
0.506,0.012315,0.211363,0.062941,0.0257,1563.8,1646.7,789,1508,0.008589,,0.008277279,
0.672,0.0639,0.411313,0.138178,0.064368,1558.1,1662.4,841,1797,0.018286,,0.015495424,
0.387,0.144,0.267043,0.288181,0.095581,1697.8,1628.2,560,646,0.020385,,0.016534039,
0.539,0.073727,0.356069,0.142718,0.068408,1574.8,1675.6,976,1729,0.020355,,0.022673942,
0.415,0.022588,0.142854,0.152888,0.092214,1624.6,1678.7,648,881,0.016086,,0.016354104,
0.245,0.018314,0.024466,0.155827,0.155827,1632.9,1671.8,588,850,0.018314,,0.017644892,
0.227,0.011464,0.093288,0.0991,0.065568,1579.2,1653.9,730,1357,0.012999,,0.013295132,
0.426,0.025903,0.16783,0.063418,0.034446,1569.3,1643.1,774,1478,0.0109,,0.013365553,
0.369,0.033637,0.749914,0.045498,0.036146,1548.1,1669.4,530,1797,0.012819,,0.01168035,
0.532,0.068828,0.654065,0.081606,0.053483,1565.4,1675.5,852,1947,0.021507,,0.018248374,
0.615,0.092979,0.984662,0.11491,0.057493,1585.6,1664.4,816,2033,0.01874,,0.018983447,
0.416,0.01468,0.201315,0.13294,0.07599,1612.3,1643.3,489,745,0.011843,,0.012999009,
0.564,0.051108,0.076501,0.118565,0.076597,1614.2,1650,695,706,0.021369,,0.018872662,
0.559,0.03216,0.061024,0.122888,0.096595,1661.3,1666.8,511,422,0.014282,,0.018897913,
0.556,0.053417,0.399062,0.14477,0.074642,1630.1,1657.7,382,1489,0.010062,,0.014443541,
0.462,0.063792,0.179931,0.201526,0.104109,1687.2,1675.3,578,690,0.023032,,0.020074776,
0.433,0.046976,0.277824,0.214524,0.091033,1606.6,1655.4,629,1127,0.014307,,0.016001593,
0.524,0.059089,0.416003,0.14407,0.0804,1593.3,1671.5,822,1586,0.019956,,0.019658723,
0.502,0.031651,0.207111,0.069587,0.035479,1598.8,1667.1,1212,1111,0.015057,,0.017008698,
0.386,0.067956,0.328577,0.082456,0.033048,1545.4,1654.1,764,1696,0.014953,,0.014777471,
0.331,0.037305,0.457703,0.218202,0.090944,1581,1690.2,642,100,0.011938,,0.016155031,
0.5,0.01257,0.038349,0.110302,0.096803,1637.6,1661.5,651,415,0.014515,,0.012827637,
0.362,0.123922,0.552727,0.093125,0.038987,1546.7,1648.7,984,1721,0.021448,,0.022198698,
0.409,0.043249,0.075556,0.087967,0.033465,1631.5,1649.6,661,1030,0.011037,,0.012550685,
0.537,0.035978,0.224539,0.193676,0.091638,1578.1,1626.9,560,813,0.014422,,0.014031855,
0.417,0.078881,0.755927,0.064127,0.039885,1496.4,1653.3,929,2758,0.021478,,0.022859715,
0.48,0.083743,0.442475,0.121585,0.121585,1587.2,1636.2,524,1369,0.083743,,0.034279412,
0.299,0.040704,0.746471,0.213981,0.213981,1529.7,1645.1,423,1967,0.040704,,0.055710892,
0.703,0.141959,0.499067,0.249629,0.116019,1659.6,1652.6,424,1399,0.017307,,0.019442351,
0.535,0.043305,0.691655,0.143201,0.065463,1517.2,1664.7,763,2629,0.011536,,0.013949387,
0.457,0.090501,0.355444,0.11428,0.032263,1554.8,1627.7,514,78,0.004682,,0.011544008,
0.568,0.056827,0.159225,0.120192,0.075211,1644.2,1669.2,588,519,0.016931,,0.019083419,
0.624,0.11568,0.288686,0.170416,0.076566,1628,1692.7,1107,1381,0.03089,,0.025873415,
0.376,0.012891,0.087165,0.063258,0.063258,1608.4,1664.1,889,965,0.012891,,0.015537166,
0.658,0.01742,0.253597,0.059729,0.028688,1540.5,1663,1017,1761,0.016779,,0.012100714,
0.45,0.108775,0.46826,0.163815,0.081365,1581.2,1660.3,507,1464,0.020809,,0.016604593,
0.518,0.032123,0.387809,0.074742,0.050393,1599,1655.4,491,1223,0.013284,,0.012289303,
0.579,0.029709,0.266302,0.193671,0.075306,1564.5,1635.7,643,1749,0.014627,,0.012306547,
0.382,0.075577,0.163956,0.14795,0.069117,1561.4,1650.2,748,1713,0.017005,,0.018452314,
0.35,0.043667,0.756764,0.101886,0.056605,1517.7,1660.2,763,2811,0.013247,,0.016189897,
0.42,0.018094,0.2964,0.044895,0.028946,1610.5,1644.2,741,1525,0.012799,,0.010196737,
0.671,0.082733,0.572484,0.109874,0.063561,1614.8,1662.8,908,1541,0.026135,,0.019874807,
0.698,0.089721,0.815969,0.094064,0.058985,1569.7,1660.9,874,1763,0.020095,,0.023658183,
0.338,0.015949,0.521121,0.130402,0.050274,1532.4,1633.1,657,1987,0.010458,,0.009484526,
0.581,0.046218,0.248686,0.102905,0.04906,1570.3,1656.1,850,1389,0.013743,,0.014725511,
0.508,0.023153,0.513216,0.219291,0.109085,1614.8,1667.3,590,1383,0.013349,,0.015302938,
0.44,0.05841,0.099335,0.093081,0.045758,1580.8,1669.3,982,1318,0.016745,,0.020881627,
0.55,0.065963,0.192043,0.175289,0.113746,1641.5,1672.7,545,715,0.026805,,0.023038751,
0.674,0.00896,0.127249,0.106467,0.051996,1558.8,1651.1,879,1614,0.011172,,0.01086752,
0.732,0.090551,0.485292,0.159934,0.090347,1629.8,1675.8,619,1249,0.01991,,0.021261279,
0.336,0.057897,0.39944,0.098117,0.065824,1574.6,1646.3,605,1135,0.017482,,0.016551049,
0.581,0.018557,0.248218,0.117732,0.061918,1552.8,1650.5,786,1602,0.012389,,0.012145335,
0.75,0.005257,0.029235,0.022767,0.022767,1543.7,1633,486,1819,0.005257,,0.003908657,
0.339,0.019447,0.047394,0.117175,0.077493,1615.3,1680,1058,981,0.020092,,0.020077349,
0.205,0.040731,0.294293,0.195062,0.096166,1612.4,1665.3,725,1147,0.024594,,0.019840267,
0.381,0.144,0.446631,0.222975,0.070663,1589.2,1655.3,981,1599,0.014488,,0.02829397,
0.331,0.048369,0.309659,0.144711,0.06016,1607.1,1670.1,676,1338,0.020877,,0.015932969,
0.411,0.06451,0.252722,0.14052,0.073471,1649.9,1650.7,661,723,0.019437,,0.019158812,
0.398,0.027541,0.278752,0.177475,0.080061,1616.2,1681.7,696,1326,0.014199,,0.015484004,
0.771,0.07361,0.623915,0.104988,0.057114,1595.4,1673.3,713,1691,0.012627,,0.016547471,
0.528,0.076201,0.367502,0.156817,0.053503,1618.9,1651.5,924,1609,0.016516,,0.016389013,
0.477,0.018681,0.309465,0.137292,0.060752,1558.4,1638.9,901,1322,0.015801,,0.01173547,
0.475,0.061119,0.238417,0.176003,0.115997,1612,1645.7,490,824,0.017833,,0.020319168,
0.608,0.085657,0.752905,0.147815,0.094666,1543.8,1642,543,1968,0.01557,,0.017194271,
0.281,0.07294,0.520215,0.18237,0.118314,1563.5,1677,766,1725,0.02665,,0.028854337,
0.528,0.050931,0.447632,0.101225,0.059031,1616,1644.5,603,1647,0.016686,,0.013297994,
0.399,0.02758,0.585322,0.056176,0.03545,1542.2,1656.5,737,1813,0.012209,,0.010931948,
0.298,0.021565,0.488051,0.062973,0.042733,1526.2,1634.3,512,1942,0.009783,,0.010159192,
0.264,0.0058,0.138536,0.049296,0.030326,1555.4,1630.6,969,1636,0.012257,,0.009591672,
0.718,0.118908,0.974549,0.12386,0.052739,1614.5,1658.2,483,1988,0.012675,,0.012253887,
0.254,0.042104,0.380211,0.165881,0.097671,1569.2,1675.9,775,1798,0.022516,,0.021049829,
0.236,0.066961,0.295971,0.230333,0.084499,1584.6,1679.7,778,1592,0.017413,,0.021793072,
0.442,0.018885,0.171289,0.059181,0.027554,1580,1679.6,901,1584,0.011918,,0.011760385,
0.771,0.054028,0.402117,0.135884,0.135884,1609.4,1662.6,495,1433,0.054028,,0.034041685,
0.32,0.076813,0.57857,0.133431,0.067572,1584.3,1673.5,761,1595,0.025615,,0.020722432,
0.232,0.047307,0.342126,0.285402,0.100757,1563,1663.9,970,1540,0.023029,,0.020094562,
0.875,0.051707,0.616654,0.145337,0.083019,1598.7,1675.1,498,1579,0.014076,,0.014719329,
0.745,0.024028,0.832962,0.061345,0.039444,1546.7,1670.4,496,2351,0.009027,,0.01084216,
0.58,0.111121,0.988411,0.220614,0.126073,1564.3,1668.2,412,2117,0.017836,,0.022153646,
0.584,0.06567,0.105688,0.049873,0.033976,1638.4,1679.4,924,749,0.022169,,0.024429314,
0.443,0.057943,0.696445,0.068571,0.049595,1579.1,1650.4,937,1837,0.021314,,0.019823365,
0.609,0.040147,0.436671,0.167242,0.102798,1587.3,1660.4,741,1252,0.023249,,0.022022782,
0.513,0.094575,0.186672,0.065484,0.032069,1608.7,1655.4,880,904,0.103718,,0.022362851,
0.462,0.076717,0.082221,0.237143,0.102895,1679.7,1628.4,554,774,0.024474,,0.01814051,
0.392,0.055667,0.264383,0.18676,0.093937,1624,1672.3,624,1097,0.017837,,0.019519039,
0.756,0.143575,0.668312,0.171416,0.088756,1608.8,1667.2,600,1683,0.027019,,0.02196233,
0.341,0.008917,0.025821,0.039367,0.039367,1550.7,1639.2,762,1550,0.008917,,0.009551944,
0.678,0.060645,0.491261,0.080423,0.048048,1556.4,1665.3,793,1777,0.014654,,0.016195927,
0.354,0.075814,0.240962,0.121872,0.044154,1626.5,1662.8,695,1206,0.013512,,0.014541971,
0.647,0.126658,0.634898,0.153338,0.066429,1631.8,1661.3,765,1501,0.022533,,0.017612728,
0.698,0.032739,0.440606,0.12596,0.073264,1632.5,1651.1,371,953,0.014199,,0.011724872,
0.409,0.038532,0.271689,0.179004,0.116385,1598.5,1643.5,402,874,0.012416,,0.017645651,
0.613,0.021362,0.236311,0.172799,0.109715,1620.6,1668.8,377,956,0.016541,,0.015071603,
0.286,0.026487,0.196995,0.236897,0.136143,1603.5,1662.1,550,1110,0.019521,,0.018477464,
0.672,0.093775,0.105943,0.117427,0.06404,1613.1,1642.7,627,686,0.013455,,0.021577853,
0.48,0.05905,0.574946,0.128809,0.066988,1552.4,1679,759,2250,0.01588,,0.015145473,
0.934,0.063745,0.458417,0.110493,0.07059,1614.6,1686.2,478,1470,0.015448,,0.017650349,
0.532,0.054094,0.194853,0.193604,0.109361,1656.3,1664.8,373,695,0.019669,,0.018178078,
0.306,0.051113,0.121931,0.150622,0.078567,1614.2,1659.6,908,968,0.023801,,0.020902912,
0.201,0.046272,0.271008,0.182498,0.089248,1610.2,1676,722,1207,0.02093,,0.019584339,
0.339,0.032186,0.344412,0.10978,0.045881,1544.1,1659,856,1831,0.01591,,0.012871105,
0.623,0.024745,0.311388,0.093992,0.046973,1564.2,1663.8,838,1769,0.013656,,0.012540057,
0.196,0.045708,0.272354,0.21303,0.090818,1616.2,1609.2,312,1227,0.017386,,0.015082559,
0.162,0.042999,0.156278,0.194252,0.101882,1617.6,1643.7,766,881,0.020719,,0.021295176,
0.553,0.11492,0.691553,0.266989,0.141699,1597.7,1664.2,632,1732,0.023885,,0.02461827,
0.322,0.081333,0.38206,0.226191,0.088929,1638.7,1680.4,675,1405,0.019463,,0.020774012,
0.288,0.021491,0.149063,0.144767,0.065653,1650,1663.9,612,1177,0.011177,,0.013701375,
0.436,0.079626,0.263394,0.090171,0.052413,1598.1,1639.7,576,1269,0.014269,,0.017783244,
0.625,0.136315,0.707569,0.184671,0.10041,1614.9,1683.2,803,1780,0.027616,,0.026783106,
0.423,0.011865,0.130784,0.114217,0.041452,1559.3,1657.4,1038,1868,0.012818,,0.012229838,
0.482,0.029756,0.284476,0.222901,0.101378,1584.5,1656.4,576,1302,0.017958,,0.015200307,
0.562,0.067038,0.547286,0.14097,0.085247,1568.8,1666.9,684,1625,0.016262,,0.020024392,
0.45,0.06469,0.454883,0.208565,0.119744,1617.4,1657.9,391,1091,0.019982,,0.019783362,
1.087,0.144,0.695309,0.233423,0.099505,1648,1670,449,1704,0.014559,,0.016813522,
0.399,0.107217,0.535265,0.149336,0.051906,1681.7,1670.9,674,1632,0.010274,,0.015546542,
0.324,0.037388,0.165484,0.136041,0.069322,1597.6,1646.5,796,1104,0.019887,,0.016486681,
0.909,0.081058,0.503273,0.141448,0.375571,1610.9,1680.9,414,1465,0.144,,0.043759047,
0.75,0.054688,0.216059,0.109834,0.074934,1625.6,1670.7,568,1213,0.020243,,0.018307789,
0.285,0.009179,0.064359,0.065586,0.038674,1589.8,1643.2,725,1007,0.009173,,0.009887726,
0.5,0.03627,0.362537,0.118856,0.074643,1543.9,1636.9,608,1389,0.012809,,0.013733475,
0.663,0.029743,0.2233,0.15382,0.099494,1620.8,1654.9,326,805,0.018233,,0.014334628,
0.358,0.115184,0.50842,0.24048,0.117037,1616.8,1631.2,356,1450,0.01415,,0.018245351,
0.603,0.080327,0.265774,0.202137,0.102384,1638.3,1673.8,754,1015,0.022558,,0.022914065,
0.535,0.079892,0.347319,0.200958,0.096416,1647.6,1659.3,635,1233,0.017723,,0.019009617,
0.416,0.017486,0.616739,0.13648,0.048465,1519.8,1622.8,436,2320,0.008152,,0.008323899,
0.198,0.036349,0.338077,0.22109,0.112611,1584.9,1642.6,485,1251,0.018273,,0.017410646,
0.392,0.077931,0.359346,0.053621,0.020636,1617.6,1700.9,883,1604,0.012575,,0.015011369,
0.685,0.096161,0.450138,0.347892,0.115814,1649.6,1673.7,604,1481,0.016237,,0.019213637,
0.455,0.062732,0.159056,0.280251,0.153092,1672.6,1659.1,538,611,0.022988,,0.023348987,
1.117,0.077229,0.377726,0.29316,0.119255,1675.9,1678.4,666,1087,0.017521,,0.020485161,
0.304,0.062317,0.229649,0.087326,0.050856,1602,1671.5,1002,1053,0.024161,,0.021771261,
1.538,0.012179,0.033457,0.033178,0.024525,1590.6,1645.2,1038,887,0.010215,,0.013011265,
0.372,0.027605,0.331951,0.202462,0.072813,1553.9,1665.3,935,1687,0.017277,,0.016118443,
0.392,0.029209,0.561957,0.250557,0.094905,1559.7,1665.5,788,1919,0.01324,,0.016875912,
0.852,0.123389,0.621029,0.170217,0.095008,1601.6,1638,422,1713,0.023731,,0.01568167,
0.651,0.122506,0.577859,0.223512,0.085355,1626.2,1636.2,577,1461,0.014909,,0.015570095,
0.272,0.03688,0.352223,0.214693,0.09198,1602.9,1662.5,385,1123,0.013506,,0.015199169,
0.585,0.143595,0.2417,0.093466,0.043599,1596.2,1662,931,1330,0.02652,,0.030224584,
0.238,0.066272,0.437675,0.179577,0.094466,1559.2,1628.3,638,1240,0.01866,,0.018483135,
0.248,0.038074,0.290569,0.1764,0.090535,1577.6,1646.6,587,1093,0.017428,,0.015965385,
0.441,0.050669,0.573757,0.137547,0.091229,1551.3,1668,774,1944,0.019577,,0.020353082,
0.764,0.031205,0.396939,0.084407,0.084407,1569.1,1666,689,1559,0.031205,,0.027314848,
0.682,0.0106,0.063953,0.08853,0.056183,1611.8,1691.1,704,1212,0.010049,,0.014088582,
0.811,0.099523,0.119192,0.17658,0.093223,1643.7,1691.7,864,1036,0.02584,,0.027890136,
0.229,0.031473,0.411567,0.16535,0.066201,1524,1650.7,1015,1803,0.01648,,0.016844007,
0.815,0.024749,0.361758,0.078767,0.078767,1575.8,1634.4,637,1491,0.024749,,0.016975667,
0.293,0.082376,0.335604,0.207261,0.108244,1618.9,1662.1,532,1072,0.022312,,0.021349081,
0.611,0.07807,0.385321,0.22404,0.106389,1631.8,1661.1,485,1300,0.018435,,0.016728688,
0.268,0.015977,0.251241,0.142018,0.07003,1575.7,1657,678,1361,0.013808,,0.0138332,
0.354,0.011941,0.141576,0.127663,0.052814,1589.7,1675.4,827,1963,0.011626,,0.013635005,
0.489,0.018313,0.211488,0.166112,0.077002,1590.3,1667.4,618,1254,0.008749,,0.013041051,
0.677,0.041967,0.391985,0.075201,0.054017,1598.1,1670.5,550,1083,0.014557,,0.016880422,
0.497,0.111341,0.526607,0.167577,0.075908,1640.5,1692.8,734,1558,0.022153,,0.019853524,
0.254,0.03747,0.351219,0.235139,0.112617,1584.8,1666.2,495,1350,0.017814,,0.017862661,
0.676,0.022404,0.125662,0.132807,0.076373,1636.2,1669.5,456,827,0.012647,,0.01324958,
0.439,0.101243,0.953752,0.137623,0.096212,1545.6,1650.5,488,2386,0.020819,,0.018455909,
0.565,0.055768,0.473064,0.151074,0.083903,1551.2,1648.1,570,1665,0.015048,,0.015083072,
0.315,0.022275,0.230658,0.152507,0.081856,1608.9,1653.5,621,934,0.01379,,0.015115512,
0.276,0.008982,0.242531,0.083153,0.043899,1556.7,1672.9,1149,1628,0.014011,,0.015018312,
0.425,0.093699,0.29419,0.215967,0.088002,1660,1669.2,611,1149,0.018314,,0.021060981,
0.459,0.062331,0.658509,0.072004,0.053448,1551.9,1652.3,513,1801,0.015178,,0.017412466,
0.495,0.009019,0.606393,0.079704,0.033242,1524.1,1640.2,572,2149,0.009609,,0.00654866,
0.215,0.0243,0.631598,0.107929,0.035024,1518.8,1685.2,1244,2490,0.016834,,0.016951522,
0.26,0.005555,0.179336,0.075354,0.053103,1562.1,1578.5,398,1514,0.004773,,0.007571833,
0.519,0.04721,0.612145,0.084699,0.056568,1522.7,1633.1,712,1974,0.017453,,0.014505154,
0.402,0.068547,0.277999,0.131509,0.131509,1593,1666.1,699,1028,0.068547,,0.048083383,
0.335,0.0263,0.488704,0.121747,0.063593,1555.4,1651.4,383,1749,0.011288,,0.010821397,
0.43,0.046843,0.579174,0.065402,0.065402,1617.3,1675.7,718,1560,0.046843,,0.027271993,
0.466,0.019515,0.551694,0.136542,0.067316,1562.7,1611.9,506,2252,0.013063,,0.010247146,
1.093,0.056433,0.461437,0.132835,0.075321,1612.1,1662.3,696,1297,0.014945,,0.016225295,
0.651,0.118719,0.565343,0.159828,0.062837,1602.8,1648.4,749,1686,0.012893,,0.016911084,
0.485,0.027697,0.505251,0.10025,0.064374,1568.8,1643.5,561,1623,0.013492,,0.01249068,
0.444,0.046727,0.447546,0.19285,0.19285,1588.8,1666.4,522,1494,0.046727,,0.03267546,
0.667,0.106182,0.596283,0.142323,0.078055,1568.7,1645.4,488,1709,0.015866,,0.015271906,
0.751,0.047751,0.562963,0.173839,0.062313,1571.4,1640.5,718,1554,0.011648,,0.011791193,
0.652,0.048904,0.382376,0.096598,0.063261,1577.9,1649.7,538,1431,0.014917,,0.014672661,
0.259,0.053517,0.254838,0.121995,0.045235,1587,1658.3,687,1437,0.01,,0.01464489,
0.338,0.064621,0.345912,0.177143,0.079661,1606.8,1644,612,1441,0.015438,,0.01668692,
